gid;ad_code;ad_ban_id;ad_nomvoie;ad_fantoir;ad_numero;ad_rep;ad_insee;ad_postal;ad_alias;ad_nom_ld;ad_x_ban;ad_y_ban;ad_commune;ad_section;ad_idpar;ad_x_parc;ad_y_parc;ad_nat;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;ad_rivoli;ad_hexacle;ad_hexaclv;ad_distinf;ad_isole;ad_prio;ad_racc;ad_batcode;ad_nombat;ad_ietat;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_idatcab;ad_idatcom;ad_typzone;ad_comment;ad_geolqlt;ad_geolmod;ad_geolsrc;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_sro;nb_prises_totale;statut;cas_particuliers;nom_id;nom_pro;x;y;potentiel_ftte;geom
289;AD700BC0005077;ADRNIVX_0000000278281072;Rue Charles de Gaulle;0063;7;;70026;70100;;;895712.825275783;6709873.7090847;Arc-lès-Gray;;2018700026000AS0086;895695.334341342;6709890.46454099;;1;0;1;0;;;;43;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2147;;895704.644392784;6709881.98598832;0;01010000206A080000D9D9ED49B1552B41C36E1A7F9E985941
290;AD700BC0005078;ADRNIVX_0000000278281006;Rue Charles de Gaulle;0063;9;;70026;70100;;;895728.917919757;6709879.4628464;Arc-lès-Gray;;2018700026000AS0088;895720.327247961;6709893.78139389;;1;0;1;0;;;;41;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2146;;895720.919823907;6709887.03698419;0;01010000206A080000BC28F3D6D1552B41EDF25DC29F985941
291;AD700BC0005081;ADRNIVX_0000000311269570;Rue François Mitterrand;0229;5;;70026;70100;;;895784.477298833;6709943.42467756;Arc-lès-Gray;;2018700026000AS0094;895773.80156203;6709953.97566343;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2143;;895773.394058734;6709944.56221488;0;01010000206A080000FE10C2C93A562B411F54FB23AE985941
292;AD700BC0005084;ADRNIVX_0000000278276639;Rue de la Gillotte;0075;7;;70371;70100;;;899988.101403312;6713746.04932045;Montureux-et-Prantigny;;;;;;1;1;1;1;;;;18;f;;1;;;;P;;;;;;;;;;;;;;2018-06-12 00:00:00;;;;;N070GAY_S01C;2;E;;43259;Artisans ou libérales;899980.039111058;6713744.65108967;0;01010000206A080000535D061418772B410274AB29649C5941
293;AD700BC0005085;ADRNIVX_0000000278276636;Rue de la Gillotte;0075;4;;70371;70100;;;899990.195473463;6713755.45673626;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;41;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-12 00:00:00;;;;;N070GAY_S01C;1;E;;43243;;900008.488793635;6713774.81182421;0;01010000206A080000C72843FA50772B4189EDF4B36B9C5941
294;AD700BC0005086;ADRNIVX_0000000278276638;Rue de la Gillotte;0075;5;;70371;70100;;;900009.4673704;6713708.86497551;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;28;f;;9;;;;P;;;;;;;;;;Aero-souterrain ENEDIS;;;;2018-06-12 00:00:00;;;;;N070GAY_S01C;1;E;;43292;;900002.445275085;6713724.27330946;0;01010000206A0800008C18FBE344772B41F3E67D115F9C5941
295;AD700BC0005087;ADRNIVX_0000000278280989;Rue Jacques Brel;0055;5;;70026;70100;;;895789.027648602;6709988.3677984;Arc-lès-Gray;;2018700026000AS0207;895794.749716495;6710009.06108038;;1;0;1;0;;;;12;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2086;;895790.651627941;6710001.61976077;0;01010000206A080000732DA24D5D562B411529AA67BC985941
296;AD700BC0005088;ADRNIVX_0000000278280987;Rue Jacques Brel;0055;3;;70026;70100;;;895779.010211259;6709992.70621587;Arc-lès-Gray;;2018700026000AS0206;895785.111875415;6710010.62026882;;1;0;1;0;;;;14;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2084;;895784.197577669;6710003.49049998;0;01010000206A08000072E6286550562B41085A64DFBC985941
297;AD700BC0005110;ADRNIVX_0000000278281013;Rue Charles de Gaulle;0063;13;;70026;70100;;;895842.370346421;6709883.86559355;Arc-lès-Gray;;2018700026000AS0115;895839.73348073;6709894.9254794;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1246;;895837.458107565;6709901.65798029;0;01010000206A08000023138DEABA562B415C591C6AA3985941
298;AD700BC0005111;ADRNIVX_0000000278281012;Rue Charles de Gaulle;0063;12;;70026;70100;;;895867.432386553;6709875.91033093;Arc-lès-Gray;;2018700026000AS0122;895880.466350198;6709869.4507763;;1;0;1;0;;;;55;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2137;;895876.837167934;6709867.89113755;0;01010000206A0800008646A1AC09572B41CA6508F99A985941
299;AD700BC0005169;ADRNIVX_0000000278281118;Rue des Violettes;0390;2;;70026;70100;;;895470.190159988;6709919.19018417;Arc-lès-Gray;;2018700026000AS0331;895453.360546623;6709932.02742183;;1;0;1;0;;;;19;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2460;;895450.729544386;6709924.99545192;0;01010000206A0800007CD78675B5532B41FD7BB53FA9985941
300;AD700BC0005170;ADRNIVX_0000000278281119;Rue des Violettes;0390;4;;70026;70100;;;895455.406512189;6709894.25131897;Arc-lès-Gray;;2018700026000AS0330;895439.977024137;6709908.0910068;;1;0;1;0;;;;36;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1529;;895437.821443837;6709903.48195101;0;01010000206A080000604994A49B532B410D49D8DEA3985941
301;AD700BC0005171;ADRNIVX_0000000278281121;Rue des Violettes;0390;6;;70026;70100;;;895440.728192619;6709872.98388713;Arc-lès-Gray;;2018700026000AS0329;895426.326598832;6709885.7636781;;1;0;1;0;;;;17;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1518;;895432.583374049;6709882.52967186;0;01010000206A080000DE00B02A91532B41CC24E6A19E985941
302;AD700BC0005172;ADRNIVX_0000000278281124;Rue des Violettes;0390;8;;70026;70100;;;895430.472793412;6709854.7517537;Arc-lès-Gray;;2018700026000AS0328;895412.96359554;6709861.91420335;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1524;;895415.74672116;6709872.2406062;0;01010000206A080000613C527E6F532B419117660F9C985941
303;AD700BC0005174;ADRNIVX_0000000278281130;Rue des Violettes;0390;12;;70026;70100;;;895396.685609705;6709802.51263415;Arc-lès-Gray;;2018700026000AS0326;895385.111665687;6709817.54842988;;1;0;1;0;;;;25;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1523;;895386.937337326;6709821.91772145;0;01010000206A08000095ADEADF35532B41C5F2BB7A8F985941
304;AD700BC0005175;ADRNIVX_0000000278281123;Rue des Violettes;0390;7;B;70026;70100;;;895423.222695376;6709823.05820355;Arc-lès-Gray;;2018700026000AS0322;895452.581241619;6709836.19745568;;1;0;1;0;;;;47;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;C;;;;895449.981248702;6709830.05543702;0;01010000206A080000D73A66F6B3532B41B5478C8391985941
305;AD700BC0005186;ADRNIVX_0000000278281142;Rue des Violettes;0390;24;;70026;70100;;;895334.325376836;6709810.02245576;Arc-lès-Gray;;2018700026000AR0278;895348.480183709;6709801.3821216;;1;0;1;0;;;;12;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2309;;895342.133133248;6709796.75627908;0;01010000206A080000860A2A44DC522B4164E0663089985941
306;AD700BC0005187;ADRNIVX_0000000326641747;Rue des Violettes;0390;35;;70026;70100;;;895311.825989317;6709795.05623817;Arc-lès-Gray;;2018700026000AR0279;895302.076358216;6709805.24830468;;1;0;1;0;;;;10;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2411;;895311.827158047;6709808.44839915;0;01010000206A080000714281A79F522B415692B21C8C985941
307;AD700BC0005188;ADRNIVX_0000000278281148;Rue des Violettes;0390;37;;70026;70100;;;895333.399649695;6709817.55019132;Arc-lès-Gray;;2018700026000AR0277;895324.157087669;6709828.34494829;;1;0;1;0;;;;15;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2307;;895319.029504005;6709824.81736723;0;01010000206A08000024261B0FAE522B41A9BE4F3490985941
308;AD700BC0005189;ADRNIVX_0000000278281146;Rue des Violettes;0390;33;;70026;70100;;;895290.768319669;6709772.91276588;Arc-lès-Gray;;2018700026000AR0281;895279.444856113;6709782.04934298;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2324;;895283.485459016;6709787.40258303;0;01010000206A0800008D158EF866522B41A2EBC3D986985941
309;AD700BC0005190;ADRNIVX_0000000311269589;Rue des Violettes;0390;31;;70026;70100;;;895284.304969094;6709763.1416513;Arc-lès-Gray;;2018700026000AR0283;895258.828070484;6709756.92790055;;1;0;1;0;;;;15;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2407;;895267.958323574;6709759.90271665;0;01010000206A0800003063A9EA47522B410D1CC6F97F985941
310;AD700BC0005195;ADRNIVX_0000000278275163;Rue du Creux de la Tour;0042;2;;70371;70100;;;898383.832898483;6714635.9612446;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;19;f;;1;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;43331;;898379.263394939;6714624.00451925;0;01010000206A08000093B3DB86966A2B41170B4A00409D5941
311;AD700BC0005196;ADRNIVX_0000000278275958;Rue du Creux de la Tour;0042;4;;70371;70100;;;898400.713554707;6714615.40580092;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;30;f;;1;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;43330;;898383.060121855;6714601.22415775;0;01010000206A080000B14AC81E9E6A2B41C099584E3A9D5941
312;AD700BC0005197;ADRNIVX_0000000278275960;Rue du Creux de la Tour;0042;6;;70371;70100;;;898414.320432886;6714600.40989213;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;29;f;;1;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;43326;;898393.650991672;6714591.0329434;0;01010000206A080000CDC74E4DB36A2B41A1BE1BC2379D5941
313;AD700BC0005198;ADRNIVX_0000000278275162;Rue du Creux de la Tour;0042;1;;70371;70100;;;898401.397183065;6714628.76704398;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;17;f;;1;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;43279;;898401.444273236;6714642.98815382;0;01010000206A08000017C877E3C26A2B4189E93DBF449D5941
314;AD700BC0005199;ADRNIVX_0000000311273062;Rue du Creux de la Tour;0042;3;;70371;70100;;;898407.683203386;6714620.9739231;Montureux-et-Prantigny;;;;;;1;0;1;0;;;;12;f;;1;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;43284;;898409.437382532;6714630.39900668;0;01010000206A080000709AF0DFD26A2B4153538999419D5941
315;AD700BC0005200;ADRNIVX_0000000278281075;Rue de Verdun;0380;31;;70026;70100;;;895529.433208671;6709735.96331874;Arc-lès-Gray;;2018700026000AS0026;895522.79690143;6709727.32733388;;1;0;1;0;;;;38;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1353;;895524.522448412;6709733.48450989;0;01010000206A080000B65B7E0B49542B41C735025F79985941
316;AD700BC0005201;ADRNIVX_0000000278281840;Rue de Verdun;0380;29;;70026;70100;;;895495.962434593;6709694.73783925;Arc-lès-Gray;;2018700026000AS0250;895510.225255619;6709703.42165699;;1;0;1;0;;;;38;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2097;;895510.642184098;6709712.56636508;0;01010000206A080000AA5ACC482D542B4154533F2474985941
317;AD700BC0005202;ADRNIVX_0000000278281838;Rue de Verdun;0380;27;;70026;70100;;;895490.421689111;6709695.88945877;Arc-lès-Gray;;2018700026000AS0253;895490.824324384;6709685.58297528;;1;1;1;1;;;;43;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;2;E;;2096;Entreprises;895485.520860658;6709692.82120035;1;01010000206A080000873FAE0AFB532B41EE8B8E346F985941
318;AD700BC0005203;ADRNIVX_0000000326641746;Rue de Verdun;0380;40;;70026;70100;;;895522.876693472;6709671.72571863;Arc-lès-Gray;;2018700026000AR0290;895535.415223676;6709656.47214572;;1;0;1;0;;;;24;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2040;;895532.440063971;6709669.65484372;0;01010000206A080000971050E158542B41A1F5E86969985941
319;AD700BC0005204;ADRNIVX_0000000278281845;Rue de Verdun;0380;38;;70026;70100;;;895491.323679868;6709643.23436588;Arc-lès-Gray;;2018700026000AR0057;895498.824791277;6709638.82292678;;1;0;1;0;;;;21;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2005;;895492.754237835;6709633.78120285;0;01010000206A08000028762B8209542B413E3AFF7160985941
320;AD700BC0005205;ADRNIVX_0000000278281836;Rue de Verdun;0380;25;;70026;70100;;;895437.900061432;6709615.02463532;Arc-lès-Gray;;2018700026000AR0050;895431.363352978;6709640.65379268;;1;1;1;1;;;;46;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;2;E;;2015;Entreprises;895424.819141372;6709641.40557339;1;01010000206A080000747F66A381532B4116EAF45962985941
321;AD700BC0005206;ADRNIVX_0000000278281834;Rue de Verdun;0380;23;;70026;70100;;;895421.022239959;6709601.02085362;Arc-lès-Gray;;2018700026000AR0048;895415.789051542;6709608.49781426;;1;0;1;0;;;;9;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2017;;895416.217287431;6709609.34411779;0;01010000206A080000534C406F70532B41A10606565A985941
322;AD700BC0005207;ADRNIVX_0000000278281832;Rue de Verdun;0380;21;;70026;70100;;;895411.707044056;6709593.15656462;Arc-lès-Gray;;2018700026000AR0114;895405.157814094;6709601.95124499;;1;0;1;0;;;;15;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;1361;;895404.585234943;6709603.38146904;0;01010000206A08000018EAA32B59532B411CFD69D858985941
323;AD700BC0005211;ADRNIVX_0000000278281822;Rue de Verdun;0380;11;;70026;70100;;;895363.029523072;6709553.54400754;Arc-lès-Gray;;2018700026000AR0039;895354.829869845;6709564.52267198;;1;0;1;0;;;;27;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2019;;895357.372786609;6709561.44743108;0;01010000206A080000ECE2DDBEFA522B41F6B5A25C4E985941
324;AD700BC0005212;ADRNIVX_0000000278281844;Rue de Verdun;0380;36;;70026;70100;;;895439.199153216;6709600.72908855;Arc-lès-Gray;;2018700026000AR0063;895467.951481057;6709598.1251146;;1;0;1;0;;;;17;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2022;;895452.481921658;6709595.7570985;0;01010000206A080000806FBEF6B8532B41454D74F056985941
325;AD700BC0005221;ADRNIVX_0000000278281879;Rue de Verdun;0380;14;;70026;70100;;;895303.897059587;6709490.24716296;Arc-lès-Gray;;2018700026000AR0090;895330.732631272;6709476.77853591;;1;0;1;0;;;;27;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2014;;895315.731993668;6709481.73365962;0;01010000206A080000C4DFC776A7522B417A47F46E3A985941
326;AD700BC0005222;ADRNIVX_0000000278281878;Rue de Verdun;0380;12;;70026;70100;;;895312.036818418;6709458.17014807;Arc-lès-Gray;;2018700026000AR0239;895313.737576464;6709449.52636608;;4;0;4;0;;;;35;f;;7;;;;I;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;4;E;;2024;;895305.761662964;6709467.26690526;0;01010000206A08000024B0F88593522B41D1F914D136985941
327;AD700BC0005223;ADRNIVX_0000000278281877;Rue de Verdun;;10;;70026;70100;;;895310.978921822;6709458.24654871;Arc-lès-Gray;;2018700026000AR0190;895273.081546693;6709449.12834692;;1;0;1;0;;;;47;f;;7;;;;P;;;;;;;;;;;;;;2018-06-13 00:00:00;;;;;N070GAY_S01C;1;E;;2028;;895273.504710687;6709445.17578037;0;01010000206A0800006970690253522B4150FC3F4B31985941
328;AD700BC0005230;ADRNIVX_0000000278282025;Rue Louis Chauveau;0220;6;E;70026;70100;;;894607.187073609;6709376.97479232;Arc-lès-Gray;;2018700026000AB0644;894575.486392647;6709294.59807059;;1;0;1;0;;;;84;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;C;;;;894579.735119048;6709290.2797619;0;01010000206A08000018866178E74C2B417A9EE7910A985941
329;AD700BC0005231;ADRNIVX_0000000339679439;Rue Louis Chauveau;0220;8;C;70026;70100;;;894607.330618911;6709375.27351466;Arc-lès-Gray;;2018700026000AB0600;894589.569754132;6709333.98886796;;1;0;1;0;;;;62;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;C;;;;894586.973214286;6709332.69047619;0;01010000206A080000912449F2F54C2B410CC3302C15985941
330;AD700BC0005232;ADRNIVX_0000000278282016;Rue Louis Chauveau;0220;4;;70026;70100;;;894602.195142516;6709368.98542775;Arc-lès-Gray;;2018700026000AB0777;894596.085481269;6709362.24724941;;2;0;2;0;;;;10;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;2;E;;1480;;894598.735119047;6709365.03571428;0;01010000206A080000178661780D4D2B41912449421D985941
331;AD700BC0005233;ADRNIVX_0000000278281959;Rue de Dijon;0080;33;;70026;70100;;;894522.835611629;6709372.94652882;Arc-lès-Gray;;2018700026000AB0814;894527.675253618;6709372.56934038;;3;0;3;0;;;;31;f;;7;;;;I;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;3;E;;1991;;894529.860119047;6709375.44047619;0;01010000206A080000178661B8834C2B410AC330DC1F985941
332;AD700BC0005234;ADRNIVX_0000000278281966;Rue de Dijon;0080;39;;70026;70100;;;894520.987645234;6709332.65030891;Arc-lès-Gray;;2018700026000AB0461;894525.766345306;6709337.01081769;;1;0;1;0;;;;26;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;1175;;894521.37797619;6709343.43452381;0;01010000206A080000601886C1724C2B41F23CCFDB17985941
333;AD700BC0005235;ADRNIVX_0000000278282100;Rue de Dijon;0080;45;;70026;70100;;;894488.283228622;6709341.47275387;Arc-lès-Gray;;2018700026000AB0230;894494.91522921;6709332.57371914;;1;0;1;0;;;;30;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;1497;;894492.086309524;6709336.08333333;0;01010000206A0800000BC3302C384C2B415455550516985941
334;AD700BC0005244;ADRNIVX_0000000278281137;Rue des Violettes;0390;19;;70026;70100;;;895334.270511451;6709715.3215265;Arc-lès-Gray;;2018700026000AR0272;895367.372128325;6709722.46133141;;1;0;1;0;;;;12;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;C;;;;895367.489739823;6709723.90517256;0;01010000206A080000992DBFFA0E532B41E358EEF976985941
335;AD700BC0005245;ADRNIVX_0000000278281139;Rue des Violettes;0390;21;;70026;70100;;;895317.195127362;6709727.98734385;Arc-lès-Gray;;2018700026000AR0272;895367.372128325;6709722.46133141;;1;0;1;0;;;;10;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;C;;;;895354.782455593;6709713.44610015;0;01010000206A080000FB049E90F5522B41AAE78C5C74985941
336;AD700BC0005246;ADRNIVX_0000000278281141;Rue des Violettes;0390;23;;70026;70100;;;895295.46560149;6709746.94699115;Arc-lès-Gray;;2018700026000AR0272;895367.372128325;6709722.46133141;;1;0;1;0;;;;9;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;C;;;;895345.20311825;6709700.05457754;0;01010000206A0800007F1DFF67E2522B41CE327E0371985941
337;AD700BC0005247;ADRNIVX_0000000278281143;Rue des Violettes;0390;25;;70026;70100;;;895285.877882647;6709758.85849395;Arc-lès-Gray;;2018700026000AR0272;895367.372128325;6709722.46133141;;1;0;1;0;;;;13;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;C;;;;895330.345370534;6709700.25007422;0;01010000206A0800001868D4B0C4522B415037011071985941
338;AD700BC0005248;ADRNIVX_0000000278281144;Rue des Violettes;0390;27;;70026;70100;;;895299.985710295;6709717.19633056;Arc-lès-Gray;;2018700026000AR0285;895304.113603259;6709717.17034187;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;2319;;895309.231729043;6709716.67179538;0;01010000206A0800006A30A5769A522B410FB2FE2A75985941
339;AD700BC0005249;ADRNIVX_0000000278281145;Rue des Violettes;;29;;70026;70100;;;895293.33575658;6709747.92996845;Arc-lès-Gray;;2018700026000AR0284;895281.576370176;6709737.01527874;;1;0;1;0;;;;18;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;2317;;895287.531597511;6709742.57510555;0;01010000206A080000888C2D106F522B417E87CEA47B985941
340;AD700BC0005273;ADRNIVX_0000000326641719;Rue de l'Auberpin;0022;5;;70026;70100;;;894762.814167269;6710218.97569047;Arc-lès-Gray;;2018700026000AP0174;894786.838231506;6710218.88871767;;1;0;1;0;;;;43;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;2413;;894778.978385292;6710224.82501692;0;01010000206A080000BCEAEEF4754E2B41C313CD34F4985941
341;AD700BC0005274;ADRNIVX_0000002005958882;Rue de l'Auberpin;0022;4;;70026;70100;;;894754.618812109;6710232.15626727;Arc-lès-Gray;;2018700026000AP0178;894732.061425524;6710230.79828132;;1;1;1;1;;;;34;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;2;C;;;Artisans ou libérales;894736.730841877;6710236.26259212;0;01010000206A08000014E83076214E2B41324FCE10F7985941
342;AD700BC0005275;ADRNIVX_0000000326641718;Rue de l'Auberpin;0022;3;;70026;70100;;;894761.216317016;6710247.0440684;Arc-lès-Gray;;2018700026000AP0173;894785.589682223;6710245.84281625;;1;0;1;0;;;;48;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;2412;;894785.483506189;6710251.84628834;0;01010000206A0800008B1F8EF7824E2B41939629F6FA985941
343;AD700BC0005281;ADRNIVX_0000000278280353;Rue des Granges;0160;6;;70026;70100;;;894644.467135577;6710237.66323687;Arc-lès-Gray;;2018700026000AP0077;894654.388223316;6710239.56819085;;1;0;1;0;;;;22;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;2045;;894654.237330709;6710236.26259212;0;01010000206A080000276983797C4D2B41304FCE10F7985941
344;AD700BC0005292;ADRNIVX_0000000278280361;Rue des Granges;0160;11;;70026;70100;;;894612.791037543;6710291.20045329;Arc-lès-Gray;;2018700026000AO0189;894611.768843276;6710288.23666656;;1;0;1;0;;;;24;f;;7;;;;P;;;;;;;;;;;;;;2018-06-14 00:00:00;;;;;N070GAY_S01C;1;E;;2228;;894609.058908649;6710287.30277148;0;01010000206A0800004246291E224D2B419D9B60D303995941
