nom_id;nom_sro;ad_code;ad_numero;ad_rep;ad_nomvoie;ad_nom_ld;ad_commune;ad_postal;ad_insee;x;y;ad_fantoir;ad_ban_id;ad_x_ban;ad_y_ban;ad_idpar;ad_x_parc;ad_y_parc;ad_nombat;ad_rivoli;ad_hexacle;ad_hexaclv;ad_nblhab;ad_nblpro;ad_nbprhab;ad_nbprpro;nb_prises_totale;potentiel_ftte;ad_comment;ad_racc;ad_itypeim;ad_imneuf;ad_idatimn;ad_prop;ad_gest;ad_idatsgn;ad_iaccgst;ad_isole;statut;cas_particuliers;ad_creadat;ad_majdate;ad_majsrc;ad_abddate;ad_abdsrc;nom_pro;typologie_pro;ad_typzone;ad_geolqlt;ad_geolsrc;geom
21791;N070GAY_S01H;AD700BH0045044;4;;RUE LOUIS CHAUVEAU;;Gray;70100;70279;894749.65105631;6708837.33678639;;;;;2018700279000AE0016;894753.134473034;6708837.06166094;;;;;2;0;2;0;2;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000AE40574D3B4E2B417EE88D5599975941
21783;N070GAY_S01H;AD700BH0045045;6;;Rue Louis Chauveau;;Gray;70100;70279;894747.656767294;6708858.21034475;0268;ADRNIVX_0000000278283513;894740.111532159;6708852.21394726;2018700279000AE0017;894748.347850965;6708853.40101802;;;;;10;0;10;0;10;0;;7;I;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A08000082CD4350374E2B41D749768D9E975941
1282;N070GAY_S01H;AD700BH0045046;25;;Rue Louis Chauveau;;Arc-lès-Gray;70100;70026;894744.199999667;6708876.6907563;0220;ADRNIVX_0000000278282593;894730.887169579;6708917.48945324;2018700026000AW0007;894744.509187133;6708875.9712099;;;;;10;0;10;0;10;0;;7;I;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A080000395B6666304E2B41E859352CA3975941
19061;N070GAY_S01H;AD700BH0045047;10;;QUAI VILLENEUVE;;Gray;70100;70279;894851.37641519;6708808.60240548;;;;;2018700279000AE0021;894845.512644939;6708817.39400237;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000E77DB9C0064F2B41BBCF8D2692975941
19850;N070GAY_S01H;AD700BH0045048;7;;QUAI VILLENEUVE;;Gray;70100;70279;894943.495948645;6708794.2933818;;;;;2018700279000AE0275;894945.174137575;6708789.2898462;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A08000012FBECFDBE4F2B4171C4C6928E975941
19225;N070GAY_S01H;AD700BH0045049;7;B;QUAI VILLENEUVE;;Gray;70100;70279;894943.761853847;6708815.79846502;;;;;2018700279000AE0274;894946.909767662;6708820.69005347;;;;;5;0;5;0;5;0;;2;I;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A08000018B51186BF4F2B41040D1AF393975941
19287;N070GAY_S01H;AD700BH0045050;6;;Quai Villeneuve;;Gray;70100;70279;894960.181500077;6708777.64106851;0650;ADRNIVX_0000000278283477;894961.481656341;6708766.54716727;2018700279000AE0189;894958.285163149;6708783.60679742;;;;;6;0;6;0;6;0;;2;I;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A080000FC93ED5CE04F2B413C4407698A975941
21681;N070GAY_S01H;AD700BH0045051;5;;Quai Villeneuve;;Gray;70100;70279;894969.42170585;6708780.89840724;0650;ADRNIVX_0000000278283476;894971.174855565;6708760.64064054;2018700279000AE0190;894970.812877494;6708782.42819402;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A08000044D4E9D7F24F2B4115817F398B975941
19934;N070GAY_S01H;AD700BH0045052;4;;Quai Villeneuve;;Gray;70100;70279;894986.373162484;6708777.24221071;0650;ADRNIVX_0000000278283474;895000.579448036;6708760.60442419;2018700279000AE0025;894992.473048039;6708785.55118071;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A08000033270FBF14502B415B61804F8A975941
;N070GAY_S01H;AD700BH0045053;4;B;Quai Villeneuve;;Gray;70100;70279;894978.063624918;6708798.44815058;0650;ADRNIVX_0000000278283475;894979.093576289;6708760.5668204;2018700279000AE0025;894992.473048039;6708785.55118071;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-06-15 00:00:00;;;;;;;;;;01010000206A080000FD71932004502B41C57FAE9C8F975941
19534;N070GAY_S01H;AD700BH0045054;8;;QUAI VILLENEUVE;;Gray;70100;70279;894937.413367147;6708797.21833902;;;;;2018700279000AE0488;894934.307281375;6708792.9844922;;;;;2;0;2;0;2;0;;2;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000CFDBA4D3B24F2B413944F94D8F975941
19304;N070GAY_S01H;AD700BH0045055;9;;QUAI VILLENEUVE;;Gray;70100;70279;894901.499545787;6708777.75740204;;ADRNIVX_0000000278283569;894894.423480792;6708767.57241495;2018700279000AE0451;894897.149934698;6708779.35639994;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A0800002577C4FF6A4F2B41664679708A975941
17932;N070GAY_S01H;AD700BH0045056;8;B;Quai Villeneuve;;Gray;70100;70279;894910.374131907;6708775.89606563;0650;;;;2018700279000AE0203;894914.55325804;6708774.93815468;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000A5378EBF7C4F2B41A42359F989975941
1797;N070GAY_S01C;AD700BC0045057;114;B;RUE DE DIJON;;Arc-lès-Gray;70100;70026;893789.412179859;6708976.51091385;;;;;2018700026000AL0109;893787.294501662;6708980.27756585;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A080000113D09D3BA462B4103D0B220BC975941
21629;N070GAY_S01H;AD700BH0045058;8;;QUAI VILLENEUVE;;Gray;70100;70279;894933.856885068;6708827.23238871;;;;;2018700279000AE0518;894931.752869392;6708820.83855213;;;;;2;1;2;1;3;0;;2;I;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;Salle de sport;Commerce de proximité;;;;01010000206A080000C2A3B9B6AB4F2B41E374DFCE96975941
2264;N070GAY_S01E;AD700BE0045059;60;B;AV  JEAN JAURES;;Arc-lès-Gray;70100;70026;894487.428963874;6710533.05629814;;;;;2018700026000AO0067;894498.348513027;6710533.46984091;;;;;1;0;1;0;1;0;;0;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A0800002127A1DB2E4C2B4185639A4341995941
;N070GAY_S01B;AD700BB0045060;10;;Quartier du Haut Fourneau;;Montureux-et-Prantigny;70100;70371;898555.900926298;6715269.2438664;A001;ADRNIVX_0000000278274485;898561.330675854;6715186.87750769;;;;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;C;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000313646CDF76B2B41CE819B4FE19D5941
;N070GAY_S01B;AD700BB0045061;8;;Quartier du Haut Fourneau;;Montureux-et-Prantigny;70100;70371;898592.401877618;6715217.8445676;A001;ADRNIVX_0000000278274484;898575.912351839;6715183.25223286;;;;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;C;;2018-06-14 00:00:00;;;;;;;;;;01010000206A08000038E7C2CD406C2B4141650D76D49D5941
43308;N070GAY_S01B;AD700BB0045062;5;;Quartier du Haut Fourneau;;Montureux-et-Prantigny;70100;70371;898559.997971854;6715156.38888425;A001;ADRNIVX_0000000278274481;898561.915034648;6715164.88858455;;;;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B62AF6FEFF6B2B41C57AE318C59D5941
43289;N070GAY_S01B;AD700BB0045063;1;;Quartier du Haut Fourneau;;Montureux-et-Prantigny;70100;70371;898535.415698515;6715169.79739698;A001;ADRNIVX_0000000278274479;898533.385202134;6715175.71733399;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000916FD6D4CE6B2B41598D0873C89D5941
43237;N070GAY_S01B;AD700BB0045064;10;;Grande Rue;;Montureux-et-Prantigny;70100;70371;898484.016399717;6715197.7317985;0078;ADRNIVX_0000000278274473;898506.888767449;6715191.06031724;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800002E8B6508686B2B4163C9D56ECF9D5941
43319;N070GAY_S01B;AD700BB0045065;12;;Grande Rue;;Montureux-et-Prantigny;70100;70371;898505.61900356;6715145.96004102;0078;ADRNIVX_0000000278274474;898516.109288752;6715160.80114828;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000D908EE3C936B2B41E04F717DC29D5941
43288;N070GAY_S01B;AD700BB0045066;14;;Grande Rue;;Montureux-et-Prantigny;70100;70371;898502.266875377;6715119.88793293;0078;ADRNIVX_0000000278274475;898526.825712158;6715119.58776332;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000B1E3A3888C6B2B41A4E4D3F8BB9D5941
43333;N070GAY_S01B;AD700BB0045067;6;;Quartier du Haut Fourneau;;Montureux-et-Prantigny;70100;70371;898539.885202759;6715142.79414218;A001;ADRNIVX_0000000278274482;898548.62000944;6715127.76345591;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000C84B39C5D76B2B41B939D3B2C19D5941
57051;N070GAY_S01B;AD700BB0045068;4;BIS;Rue de la Gare;;Vereux;70180;70546;899430.806381936;6716539.32798889;0071;ADRNIVX_0000000278273737;899454.575395372;6716527.87163475;;;;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000D417DE9CCD722B411BC5FDD41E9F5941
;N070GAY_S01B;AD700BB0045069;4;TER;Rue de la Gare;;Vereux;70180;70546;899374.937578894;6716534.29979662;0071;ADRNIVX_0000000278273738;899352.166400991;6716532.43643581;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800003C570AE05D722B4125DE2F931D9F5941
57040;N070GAY_S01B;AD700BB0045070;8;;Rue de la Gare;;Vereux;70180;70546;899327.076637621;6716531.50635646;0071;ADRNIVX_0000000278273744;899331.785391613;6716513.74525478;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A080000D70B3D27FE712B41F02468E01C9F5941
57028;N070GAY_S01B;AD700BB0045071;8;BIS;Rue de la Gare;;Vereux;70180;70546;899324.631626563;6716546.8612662;0071;ADRNIVX_0000000278273745;899299.320997933;6716554.45001271;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A080000918E6443F9712B4146FC1EB7209F5941
56930;N070GAY_S01B;AD700BB0045072;9;;Rue de la Gare;;Vereux;70180;70546;899549.860614295;6716522.30575797;0071;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000D86FA2B8BB732B41DD8991931A9F5941
57067;N070GAY_S01B;AD700BB0045073;11;;RUE DE LA GARE;;Vereux;70180;70546;899535.527422385;6716521.03169646;;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000904E0A0E9F732B419B5007421A9F5941
56948;N070GAY_S01B;AD700BB0045074;13;;RUE DE LA GARE;;Vereux;70180;70546;899516.097984463;6716517.52802733;;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A08000001052B3278732B412533CB61199F5941
57076;N070GAY_S01B;AD700BB0045075;15;;Rue de la Gare;;Vereux;70180;70546;899493.801908159;6716513.70584282;0071;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000CAB4939A4B732B415E872C6D189F5941
57002;N070GAY_S01B;AD700BB0045076;5;;Rue de la Gare;;Vereux;70180;70546;899581.393636497;6716507.65405068;0071;ADRNIVX_0000000278273739;899584.413792201;6716547.3505658;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A08000010B98AC9FA732B4164F7DBE9169F5941
57004;N070GAY_S01B;AD700BB0045077;1;;Rue de la Gare;;Vereux;70180;70546;899599.23049754;6716544.2833189;0071;ADRNIVX_0000000278273733;899611.565705886;6716561.71285067;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A08000009C603761E742B4196E52112209F5941
56951;N070GAY_S01B;AD700BB0045078;4;;Rue de la Gare;;Vereux;70180;70546;899566.718192784;6716567.3950989;0071;ADRNIVX_0000000278273736;899564.862539461;6716548.8055183;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000EDF6B66FDD732B41E34C49D9259F5941
56953;N070GAY_S01B;AD700BB0045079;1;;Rue de la Prairie;;Vereux;70180;70546;899629.147206446;6716565.80252202;0168;;;;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-18 00:00:00;;;;;;;;;;01010000206A080000B0A45E4B5A742B4150855C73259F5941
57063;N070GAY_S01B;AD700BB0045080;2;;Rue Mottey;;Vereux;70180;70546;899640.932275352;6716563.57291439;0137;;;;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-18 00:00:00;;;;;;;;;;01010000206A080000E63153DD71742B411BA1AAE4249F5941
56999;N070GAY_S01B;AD700BB0045081;3;;Rue Mottey;;Vereux;70180;70546;899668.961628425;6716561.66182213;0137;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-18 00:00:00;;;;;;;;;;01010000206A080000968F5AECA9742B41384B5B6A249F5941
57053;N070GAY_S01B;AD700BB0045082;5;;Rue Mottey;;Vereux;70180;70546;899677.561543572;6716535.54356131;0137;;;;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-18 00:00:00;;;;;;;;;;01010000206A0800009BA3821FBB742B4165B5C9E21D9F5941
56975;N070GAY_S01B;AD700BB0045083;1;;RUE MOTTEY;;Vereux;70180;70546;899664.183897787;6716574.00429295;;ADRNIVX_0000000278273769;899658.10408176;6716592.95562384;;;;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000CDD9275EA0742B41EB554680279F5941
57019;N070GAY_S01B;AD700BB0045084;5;;Rue de la Prairie;;Vereux;70180;70546;899651.76179813;6716532.91580946;0168;ADRNIVX_0000000278273780;899644.173191388;6716528.01731236;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800008D670A8687742B414C9F9C3A1D9F5941
56965;N070GAY_S01B;AD700BB0045085;7;;Rue de la Prairie;;Vereux;70180;70546;899654.628436512;6716522.72331744;0168;ADRNIVX_0000000278273783;899649.472098553;6716513.74526915;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000396EC2418D742B4138D54AAE1A9F5941
57018;N070GAY_S01B;AD700BB0045086;9;;Rue de la Prairie;;Vereux;70180;70546;899659.40616715;6716515.07894842;0168;ADRNIVX_0000000278273785;899651.670840918;6716508.817201;;;;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800000324F5CF96742B41A97D0DC5189F5941
57017;N070GAY_S01B;AD700BB0045087;11;;Rue de la Prairie;;Vereux;70180;70546;899669.120886113;6716511.09750622;0168;ADRNIVX_0000000278273787;899653.061456747;6716505.52929428;;;;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000DDC8E43DAA742B41B78A3DC6179F5941
21627;N070GAY_S01H;AD700BH0045088;24;;Quai Villeneuve;;Gray;70100;70279;894326.23235171;6708797.15333248;0650;ADRNIVX_0000000278283641;894353.990770534;6708754.22031121;2018700279000AE0279;894332.715761155;6708796.1956384;;;;;2;1;2;1;3;1;;2;I;;;;;;;f;E;;2018-06-15 00:00:00;;;;;maçon;Entreprises;;;;01010000206A080000A7CDF676EC4A2B410733D0498F975941
19551;N070GAY_S01H;AD700BH0045089;8;;QUAI VILLENEUVE;;Gray;70100;70279;894934.587917671;6708773.49810522;;ADRNIVX_0000000278283567;894932.69638793;6708761.49104622;2018700279000AE0514;894934.388545091;6708778.01777253;;;;;2;0;2;0;2;0;;2;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A080000848B032DAD4F2B41B4F4E05F89975941
19339;N070GAY_S01H;AD700BH0045090;8;;QUAI VILLENEUVE;;Gray;70100;70279;894905.213909079;6708784.88698527;;;;;2018700279000AE0535;894906.49473373;6708784.89850585;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A080000A37D856D724F2B41DE5DC4388C975941
19551;N070GAY_S01H;AD700BH0045091;8;;QUAI VILLENEUVE;;Gray;70100;70279;894914.653543754;6708783.95631706;;;;;2018700279000AE0453;894915.5324674;6708783.56023583;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-15 00:00:00;;;;;;;;;;01010000206A08000070499D4E854F2B417C4C34FD8B975941
1178;N070GAY_S01F;AD700BF0045092;18;;Avenue Charles Couyba;;Arc-lès-Gray;70100;70026;895071.546605335;6708975.0758401;0060;ADRNIVX_0000000278282523;895112.81175857;6708977.46875044;2018700026000AW0140;895090.612656188;6708971.77301383;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800008EA7DC17BF502B416D90DAC4BB975941
2410;N070GAY_S01F;AD700BF0045093;16;;Avenue Charles Couyba;;Arc-lès-Gray;70100;70026;895067.948305583;6708995.61068729;0060;ADRNIVX_0000000347750636;895077.2053481;6709088.44963074;2018700026000AW0289;895078.711307115;6709008.26019596;;;;;1;0;1;0;1;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000344F88E5B7502B41298015E7C0975941
1177;N070GAY_S01H;AD700BH0045094;20;;Avenue Charles Couyba;;Arc-lès-Gray;70100;70026;895115.512580858;6708912.73681869;0060;ADRNIVX_0000000278282524;895129.528902963;6708925.2216432;2018700026000AW0015;895106.144991138;6708921.80743043;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800008AFF700617512B419609282FAC975941
21881;N070GAY_S01H;AD700BH0045095;5;;Rue de Paris;;Gray;70100;70279;895152.387191422;6708825.13762013;0390;ADRNIVX_0000000278283401;895161.978874933;6708825.47466552;2018700279000AE0035;895152.892684173;6708819.32691575;;;;;1;1;1;1;2;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;RESTAURANT;Commerce de proximité;;;;01010000206A0800003AF43DC660512B41AAC4CE4896975941
21875;N070GAY_S01H;AD700BH0045096;3;;Avenue du Port;;Gray;70100;70279;895140.086962721;6708810.03356632;0480;ADRNIVX_0000000278283411;895145.000812993;6708798.35297824;2018700279000AE0034;895139.796088268;6708811.99188127;;;;;2;0;2;0;2;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000B660862C48512B4155F3258292975941
19377;N070GAY_S01H;AD700BH0045097;1;B;QUAI VILLENEUVE;;Gray;70100;70279;895103.430043449;6708798.13957593;;;;;2018700279000AE0330;895102.98433929;6708798.22024423;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-18 00:00:00;;;;;;;;;;01010000206A080000A8A72EDCFE502B41E7CFEE888F975941
19057;N070GAY_S01H;AD700BH0045098;1;;Quai Villeneuve;;Gray;70100;70279;895087.708498009;6708775.87680717;0650;ADRNIVX_0000000278283465;895085.495371164;6708764.50095743;2018700279000AE0292;895086.523207892;6708774.49375604;;;;;8;0;8;0;8;0;;2;I;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800004540C06ADF502B41D09B1DF889975941
21886;N070GAY_S01H;AD700BH0045099;3;;Quai Villeneuve;;Gray;70100;70279;895047.721290922;6708772.62128068;0650;ADRNIVX_0000000278283472;895043.032617849;6708764.99764999;2018700279000AE0029;895044.580642818;6708791.46232926;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000350B4D718F502B410C10C32789975941
21887;N070GAY_S01H;AD700BH0045100;3;BIS;Quai Villeneuve;;Gray;70100;70279;895020.047327027;6708791.51681202;0650;ADRNIVX_0000000278283473;895023.716250063;6708765.47563398;2018700279000AE0027;895023.720824755;6708815.91196804;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000863F3B1858502B41B87213E18D975941
22001;N070GAY_S01H;AD700BH0045101;4;;Avenue du Port;;Gray;70100;70279;895135.515184759;6708769.70020144;0480;ADRNIVX_0000000278283412;895127.031342866;6708766.9751704;2018700279000AE0206;895137.426196755;6708766.71035827;;;;;7;0;7;0;7;0;;7;I;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000F94BC6073F512B41B719D06C88975941
57041;N070GAY_S01B;AD700BB0045102;6;;RUE DE LA GARE;;Vereux;70180;70546;899356.941540245;6716535.46114421;;;;;;;;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;E;Adresse a creer (manque BAN);2018-06-14 00:00:00;;;;;;;;;;01010000206A080000229011E239722B41066383DD1D9F5941
56958;N070GAY_S01B;AD700BB0045103;2;;Chemin des Varennes;;Vereux;70180;70546;899433.602502138;6716373.87759286;0233;ADRNIVX_0000000278274187;899534.094822323;6716350.69384029;;;;;;;;1;0;1;0;1;0;Aero-souterrain ENEDIS;9;P;;;;;;;f;E;;2018-06-15 00:00:00;;;;;;;;;;01010000206A08000003297B34D3722B413A7B2A78F59E5941
21911;N070GAY_S01H;AD700BH0045104;5;;AV  DU PORT;;Gray;70100;70279;895165.31661006;6708788.11223993;;ADRNIVX_0000000278283402;895176.663379014;6708786.94342277;2018700279000AE0443;895159.550470885;6708771.47116806;;;;;2;2;2;2;4;2;;2;I;;;;;;;f;E;;2018-06-18 00:00:00;;;;;"SGS;CARNOTCAR";"Entreprises;Entreprises";;;;01010000206A080000B8B61AA27A512B4162F02E078D975941
18078;N070GAY_S01H;AD700BH0045105;3;;Rue de Paris;;Gray;70100;70279;895173.527241789;6708781.15294617;0390;ADRNIVX_0000000278283399;895180.015976478;6708781.27372742;2018700279000AE0443;895159.550470885;6708771.47116806;;;;;3;2;3;2;5;2;;2;I;;;;;;;f;E;;2018-06-18 00:00:00;;;;;"MVM FERMETURES;GAN";"Entreprises;Entreprises";;;;01010000206A080000C4A2F20D8B512B41B7DEC9498B975941
19507;N070GAY_S01H;AD700BH0045106;7;;Rue de Paris;;Gray;70100;70279;895132.501759094;6708866.64227633;0390;ADRNIVX_0000000278283405;895154.004460989;6708850.22141375;2018700279000AE0033;895131.205527791;6708851.87350986;;;;;0;4;0;4;4;3;;7;I;;;;;;;f;E;;2018-06-18 00:00:00;;;;;"ARBITRIO;Point Frais;AU FOURMIL COMTOIS;Boulangerie";"Entreprises;Entreprises;Entreprises;Artisans ou libérales";;;;01010000206A0800006A91E60039512B412E0E1BA9A0975941
21766;N070GAY_S01H;AD700BH0045107;2;;Rue de Paris;;Gray;70100;70279;895207.590236757;6708768.11716578;0390;ADRNIVX_0000000278283398;895196.328373406;6708764.35879837;2018700279000AH0006;895212.402249551;6708770.46775457;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800002483332ECF512B41E5A47F0788975941
21755;N070GAY_S01H;AD700BH0045108;1;;QUAI VERGY;;Gray;70100;70279;895219.867806257;6708772.77241827;;ADRNIVX_0000000278283441;895214.377819688;6708765.72931231;2018700279000AH0006;895212.402249551;6708770.46775457;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800000C1A51BCE7512B41084D6F3189975941
21752;N070GAY_S01H;AD700BH0045109;3;;Quai Vergy;;Gray;70100;70279;895235.895595171;6708819.10092725;0600;ADRNIVX_0000000278283443;895253.50608909;6708777.23956574;2018700279000AH0009;895247.026805898;6708803.53542712;;;;;2;0;2;0;2;0;;1;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A08000042738BCA07522B41959775C694975941
21754;N070GAY_S01H;AD700BH0045110;2;;Quai Vergy;;Gray;70100;70279;895223.932816643;6708795.85678315;0600;ADRNIVX_0000000278283442;895237.689358857;6708772.16317752;2018700279000AH0008;895229.745675263;6708786.01892563;;;;;1;0;1;0;1;0;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A0800009C249ADDEF512B410089D5F68E975941
18142;N070GAY_S01H;AD700BH0045111;4;;Quai Vergy;;Gray;70100;70279;895271.802107907;6708789.16700761;0600;ADRNIVX_0000000278283444;895280.878358889;6708781.69510604;2018700279000AH0010;895280.244515268;6708790.45676857;;;;;0;1;0;1;1;1;;2;P;;;;;;;f;E;;2018-06-18 00:00:00;;;;;VNF;Entreprises;;;;01010000206A0800003DE3AD9A4F522B41AE40B04A8D975941
1261;N070GAY_S01E;AD700BE0045112;60;BIS;Avenue Jean Jaurès;;Arc-lès-Gray;70100;70026;894479.07488746;6710549.29157872;0200;ADRNIVX_0000000278280043;894466.19055679;6710546.93675121;2018700026000AO0064;894493.932412086;6710549.84872469;;;;;1;0;1;0;1;0;Aero-souterrain Orange;9;P;;;;;;;f;E;;2018-06-14 00:00:00;;;;;;;;;;01010000206A0800002CA657261E4C2B41CB39A95245995941
20111;N070GAY_S01H;AD700BH0045113;4;BIS;Quai Vergy;;Gray;70100;70279;895299.172543049;6708790.67327417;0600;ADRNIVX_0000000278283445;895304.503220703;6708785.47195716;2018700279000AH0097;895303.671521061;6708793.89922467;;;;;6;0;6;0;6;0;;2;I;;;;;;;f;E;;2018-06-18 00:00:00;;;;;;;;;;01010000206A080000FD8F575886522B4190EC16AB8D975941
